waybill_id,vehicle_no,schedule_trip_id,route_id
1265619,I3374,6115,2387
1265619,I3374,6115,2390
1265620,J1769,2479,2857
1265620,J1769,2479,2857
1265620,J1769,2479,2857
1265620,J1769,2479,2857
1265620,J1769,2479,2856
1265620,J1769,2479,2856
1265620,J1769,2479,2856
1265620,J1769,2479,2856
1265620,J1769,2479,2849
1265620,J1769,2479,2848
1265621,I1293,4729,2977
1265621,I1293,4729,2977
1265621,I1293,4729,2976
1265621,I1293,4729,2976
1265621,I1293,4729,2976
1265621,I1293,4729,2975
1265621,I1293,4729,2973
1265622,K0231,2198,4736
1265622,K0231,2198,4735
1265622,K0231,2198,2139
1265622,K0231,2198,2139
1265622,K0231,2198,2139
1265622,K0231,2198,2138
1265622,K0231,2198,2138
1265622,K0231,2198,2138
1265624,J1892,2120,4319
1265624,J1892,2120,4319
1265624,J1892,2120,4319
1265624,J1892,2120,4319
1265624,J1892,2120,4319
1265624,J1892,2120,4319
1265624,J1892,2120,4318
1265624,J1892,2120,4318
1265624,J1892,2120,4318
1265624,J1892,2120,4318
1265624,J1892,2120,4318
1265624,J1892,2120,4318
1265624,J1892,2120,4318
1265624,J1892,2120,4319
1265650,K0031,416,464
1265650,K0031,416,462
1265650,K0031,416,460
1265650,K0031,416,460
1265650,K0031,416,459
1265650,K0031,416,459
1265652,J0102,3942,2806
1265652,J0102,3942,2809
1265652,J0102,3942,2808
1265652,J0102,3942,2809
1265652,J0102,3942,2808
1265652,J0102,3942,2809
1265652,J0102,3942,2808
1265652,J0102,3942,2809
1265652,J0102,3942,2808
1265652,J0102,3942,2809
1265652,J0102,3942,2808
1265652,J0102,3942,2809
1265652,J0102,3942,2808
1265652,J0102,3942,5182
1265652,J0102,3942,5183
1265652,J0102,3942,2808
1265652,J0102,3942,2809
1265652,J0102,3942,2808
1265652,J0102,3942,2807
1265657,J0746,5736,3983
1265657,J0746,5736,3984
1265657,J0746,5736,3983
1265657,J0746,5736,3984
1265657,J0746,5736,3983
1265657,J0746,5736,5377
1265657,J0746,5736,5376
1265657,J0746,5736,3984
1265657,J0746,5736,3983
1265657,J0746,5736,3984
1265649,I3020,3682,4240
1265649,I3020,3682,4239
1265649,I3020,3682,4240
1265649,I3020,3682,4239
1265649,I3020,3682,4240
1265649,I3020,3682,4239
1265634,J1051,2796,2001
1265634,J1051,2796,2001
1265634,J1051,2796,2001
1265634,J1051,2796,2000
1265634,J1051,2796,2000
1265634,J1051,2796,1998
1265634,J1051,2796,1999
1265634,J1051,2796,2000
1265653,J1814,3370,3547
1265653,J1814,3370,3546
1265653,J1814,3370,3545
1265653,J1814,3370,3546
1265653,J1814,3370,3545
1265653,J1814,3370,3546
1265653,J1814,3370,3548
1265653,J1814,3370,3543
1265654,J0020,1201,4224
1265654,J0020,1201,4224
